time,subject,fuzzer,run,cov_type,cov
1613313955,lightftp,aflnet,2,l_abs,705
1613313955,lightftp,aflnet,2,b_per,42.0
1613313955,lightftp,aflnet,2,b_abs,340
1613314040,lightftp,aflnet,2,l_per,62.5
1613314040,lightftp,aflnet,2,l_abs,705
1613314040,lightftp,aflnet,2,b_per,42.0
1613314040,lightftp,aflnet,2,b_abs,340
1613314354,lightftp,aflnet,2,l_per,62.5
1613314354,lightftp,aflnet,2,l_abs,705
1613314354,lightftp,aflnet,2,b_per,42.0
1613314354,lightftp,aflnet,2,b_abs,340
1613314473,lightftp,aflnet,2,l_per,62.9
1613314473,lightftp,aflnet,2,l_abs,710
1613314473,lightftp,aflnet,2,b_per,42.3
1613314473,lightftp,aflnet,2,b_abs,342
1613315285,lightftp,aflnet,2,l_per,62.9
1613315285,lightftp,aflnet,2,l_abs,710
1613315285,lightftp,aflnet,2,b_per,42.3
1613315285,lightftp,aflnet,2,b_abs,342
1613315613,lightftp,aflnet,2,l_per,64.2
1613315613,lightftp,aflnet,2,l_abs,724
1613315613,lightftp,aflnet,2,b_per,43.5
1613315613,lightftp,aflnet,2,b_abs,352
1613316091,lightftp,aflnet,2,l_per,64.2
1613316091,lightftp,aflnet,2,l_abs,724
1613316091,lightftp,aflnet,2,b_per,43.5
1613316091,lightftp,aflnet,2,b_abs,352
1613316260,lightftp,aflnet,2,l_per,64.2
1613316260,lightftp,aflnet,2,l_abs,724
1613316260,lightftp,aflnet,2,b_per,43.5
1613316260,lightftp,aflnet,2,b_abs,352
1613316596,lightftp,aflnet,2,l_per,64.2
1613316596,lightftp,aflnet,2,l_abs,724
1613316596,lightftp,aflnet,2,b_per,43.5
1613316596,lightftp,aflnet,2,b_abs,352
1613317071,lightftp,aflnet,2,l_per,64.2
1613317071,lightftp,aflnet,2,l_abs,724
1613317071,lightftp,aflnet,2,b_per,43.5
1613317071,lightftp,aflnet,2,b_abs,352
1613317331,lightftp,aflnet,2,l_per,64.2
1613317331,lightftp,aflnet,2,l_abs,724
1613317331,lightftp,aflnet,2,b_per,43.5
1613317331,lightftp,aflnet,2,b_abs,352
1613317462,lightftp,aflnet,2,l_per,64.2
1613317462,lightftp,aflnet,2,l_abs,724
1613317462,lightftp,aflnet,2,b_per,43.5
1613317462,lightftp,aflnet,2,b_abs,352
1613317749,lightftp,aflnet,2,l_per,64.2
1613317749,lightftp,aflnet,2,l_abs,724
1613317749,lightftp,aflnet,2,b_per,43.5
1613317749,lightftp,aflnet,2,b_abs,352
1613318572,lightftp,aflnet,2,l_per,64.2
1613318572,lightftp,aflnet,2,l_abs,724
1613318572,lightftp,aflnet,2,b_per,43.5
1613318572,lightftp,aflnet,2,b_abs,352
1613319656,lightftp,aflnet,2,l_per,64.2
1613319656,lightftp,aflnet,2,l_abs,724
1613319656,lightftp,aflnet,2,b_per,43.5
1613319656,lightftp,aflnet,2,b_abs,352
1613320115,lightftp,aflnet,2,l_per,64.2
1613320115,lightftp,aflnet,2,l_abs,724
1613320115,lightftp,aflnet,2,b_per,43.5
1613320115,lightftp,aflnet,2,b_abs,352
1613320956,lightftp,aflnet,2,l_per,64.2
1613320956,lightftp,aflnet,2,l_abs,724
1613320956,lightftp,aflnet,2,b_per,43.5
1613320956,lightftp,aflnet,2,b_abs,352
1613321487,lightftp,aflnet,2,l_per,64.3
1613321487,lightftp,aflnet,2,l_abs,725
1613321487,lightftp,aflnet,2,b_per,43.6
1613321487,lightftp,aflnet,2,b_abs,353
1613322164,lightftp,aflnet,2,l_per,64.3
1613322164,lightftp,aflnet,2,l_abs,725
1613322164,lightftp,aflnet,2,b_per,43.6
1613322164,lightftp,aflnet,2,b_abs,353
1613323250,lightftp,aflnet,2,l_per,64.3
1613323250,lightftp,aflnet,2,l_abs,725
1613323250,lightftp,aflnet,2,b_per,43.6
1613323250,lightftp,aflnet,2,b_abs,353
1613324091,lightftp,aflnet,2,l_per,64.3
1613324091,lightftp,aflnet,2,l_abs,725
1613324091,lightftp,aflnet,2,b_per,43.6
1613324091,lightftp,aflnet,2,b_abs,353
1613324624,lightftp,aflnet,2,l_per,64.3
1613324624,lightftp,aflnet,2,l_abs,725
1613324624,lightftp,aflnet,2,b_per,43.6
1613324624,lightftp,aflnet,2,b_abs,353
1613325419,lightftp,aflnet,2,l_per,64.3
1613325419,lightftp,aflnet,2,l_abs,725
1613325419,lightftp,aflnet,2,b_per,43.6
1613325419,lightftp,aflnet,2,b_abs,353
1613326273,lightftp,aflnet,2,l_per,64.3
1613326273,lightftp,aflnet,2,l_abs,725
1613326273,lightftp,aflnet,2,b_per,43.6
1613326273,lightftp,aflnet,2,b_abs,353
1613308292,lightftp,aflnet,3,l_per,37.0
1613308292,lightftp,aflnet,3,l_abs,417
1613308292,lightftp,aflnet,3,b_per,20.3
1613308292,lightftp,aflnet,3,b_abs,164
1613308293,lightftp,aflnet,3,l_per,38.9
1613308293,lightftp,aflnet,3,l_abs,438
1613308293,lightftp,aflnet,3,b_per,22.5
1613308293,lightftp,aflnet,3,b_abs,182
1613308298,lightftp,aflnet,3,l_per,39.5
1613308298,lightftp,aflnet,3,l_abs,445
1613308298,lightftp,aflnet,3,b_per,24.1
1613308298,lightftp,aflnet,3,b_abs,195
1613308304,lightftp,aflnet,3,l_per,40.1
1613308304,lightftp,aflnet,3,l_abs,452
1613308304,lightftp,aflnet,3,b_per,24.6
1613308304,lightftp,aflnet,3,b_abs,199
1613308310,lightftp,aflnet,3,l_per,40.1
1613308310,lightftp,aflnet,3,l_abs,452
1613308310,lightftp,aflnet,3,b_per,24.8
1613308310,lightftp,aflnet,3,b_abs,201
1613308317,lightftp,aflnet,3,l_per,40.4
1613308317,lightftp,aflnet,3,l_abs,455
1613308317,lightftp,aflnet,3,b_per,25.0
1613308317,lightftp,aflnet,3,b_abs,202
1613308330,lightftp,aflnet,3,l_per,41.2
1613308330,lightftp,aflnet,3,l_abs,464
1613308330,lightftp,aflnet,3,b_per,25.3
1613308330,lightftp,aflnet,3,b_abs,205
1613308352,lightftp,aflnet,3,l_per,42.3
1613308352,lightftp,aflnet,3,l_abs,477
1613308352,lightftp,aflnet,3,b_per,26.0
1613308352,lightftp,aflnet,3,b_abs,210
1613308369,lightftp,aflnet,3,l_per,42.9
1613308369,lightftp,aflnet,3,l_abs,484
1613308369,lightftp,aflnet,3,b_per,26.2
1613308369,lightftp,aflnet,3,b_abs,212
1613308376,lightftp,aflnet,3,l_per,43.2
1613308376,lightftp,aflnet,3,l_abs,487
1613308376,lightftp,aflnet,3,b_per,26.3
1613308376,lightftp,aflnet,3,b_abs,213
1613308380,lightftp,aflnet,3,l_per,43.2
1613308380,lightftp,aflnet,3,l_abs,487
1613308380,lightftp,aflnet,3,b_per,26.3
1613308380,lightftp,aflnet,3,b_abs,213
1613308390,lightftp,aflnet,3,l_per,43.2
1613308390,lightftp,aflnet,3,l_abs,487
1613308390,lightftp,aflnet,3,b_per,26.3
1613308390,lightftp,aflnet,3,b_abs,213
1613308404,lightftp,aflnet,3,l_per,43.7
1613308404,lightftp,aflnet,3,l_abs,493
1613308404,lightftp,aflnet,3,b_per,26.6
1613308404,lightftp,aflnet,3,b_abs,215
1613308419,lightftp,aflnet,3,l_per,44.3
1613308419,lightftp,aflnet,3,l_abs,499
1613308419,lightftp,aflnet,3,b_per,26.8
1613308419,lightftp,aflnet,3,b_abs,217
1613308449,lightftp,aflnet,3,l_per,44.5
1613308449,lightftp,aflnet,3,l_abs,502
1613308449,lightftp,aflnet,3,b_per,26.9
1613308449,lightftp,aflnet,3,b_abs,218
1613308463,lightftp,aflnet,3,l_per,44.9
1613308463,lightftp,aflnet,3,l_abs,506
1613308463,lightftp,aflnet,3,b_per,27.2
1613308463,lightftp,aflnet,3,b_abs,220
1613308502,lightftp,aflnet,3,l_per,44.9
1613308502,lightftp,aflnet,3,l_abs,506
1613308502,lightftp,aflnet,3,b_per,27.2
1613308502,lightftp,aflnet,3,b_abs,220
1613308529,lightftp,aflnet,3,l_per,45.2
1613308529,lightftp,aflnet,3,l_abs,509
1613308529,lightftp,aflnet,3,b_per,27.3
1613308529,lightftp,aflnet,3,b_abs,221
1613308566,lightftp,aflnet,3,l_per,45.3
1613308566,lightftp,aflnet,3,l_abs,510
1613308566,lightftp,aflnet,3,b_per,27.4
1613308566,lightftp,aflnet,3,b_abs,222
1613308585,lightftp,aflnet,3,l_per,45.6
1613308585,lightftp,aflnet,3,l_abs,514
1613308585,lightftp,aflnet,3,b_per,27.8
1613308585,lightftp,aflnet,3,b_abs,225
1613308604,lightftp,aflnet,3,l_per,46.1
1613308604,lightftp,aflnet,3,l_abs,519
1613308604,lightftp,aflnet,3,b_per,28.4
1613308604,lightftp,aflnet,3,b_abs,230
1613308636,lightftp,aflnet,3,l_per,46.7
1613308636,lightftp,aflnet,3,l_abs,526
1613308636,lightftp,aflnet,3,b_per,29.2
1613308636,lightftp,aflnet,3,b_abs,236
1613308641,lightftp,aflnet,3,l_per,46.8
1613308641,lightftp,aflnet,3,l_abs,527
1613308641,lightftp,aflnet,3,b_per,29.4
1613308641,lightftp,aflnet,3,b_abs,238
1613308657,lightftp,aflnet,3,l_per,46.9
1613308657,lightftp,aflnet,3,l_abs,528
1613308657,lightftp,aflnet,3,b_per,29.5
1613308657,lightftp,aflnet,3,b_abs,239
1613308675,lightftp,aflnet,3,l_per,47.3
1613308675,lightftp,aflnet,3,l_abs,533
1613308675,lightftp,aflnet,3,b_per,29.9
1613308675,lightftp,aflnet,3,b_abs,242
1613308691,lightftp,aflnet,3,l_per,47.3
1613308691,lightftp,aflnet,3,l_abs,533
1613308691,lightftp,aflnet,3,b_per,29.9
1613308691,lightftp,aflnet,3,b_abs,242
1613308699,lightftp,aflnet,3,l_per,47.8
1613308699,lightftp,aflnet,3,l_abs,539
1613308699,lightftp,aflnet,3,b_per,30.7
1613308699,lightftp,aflnet,3,b_abs,248
1613308726,lightftp,aflnet,3,l_per,50.4
1613308726,lightftp,aflnet,3,l_abs,568
1613308726,lightftp,aflnet,3,b_per,31.9
1613308726,lightftp,aflnet,3,b_abs,258
1613308753,lightftp,aflnet,3,l_per,50.6
1613308753,lightftp,aflnet,3,l_abs,570
1613308753,lightftp,aflnet,3,b_per,32.6
1613308753,lightftp,aflnet,3,b_abs,264
1613308774,lightftp,aflnet,3,l_per,53.8
1613308774,lightftp,aflnet,3,l_abs,606
1613308774,lightftp,aflnet,3,b_per,34.6
1613308774,lightftp,aflnet,3,b_abs,280
1613308791,lightftp,aflnet,3,l_per,53.9
1613308791,lightftp,aflnet,3,l_abs,608
1613308791,lightftp,aflnet,3,b_per,35.1
1613308791,lightftp,aflnet,3,b_abs,284
1613308807,lightftp,aflnet,3,l_per,54.4
1613308807,lightftp,aflnet,3,l_abs,614
1613308807,lightftp,aflnet,3,b_per,35.6
1613308807,lightftp,aflnet,3,b_abs,288
1613308833,lightftp,aflnet,3,l_per,54.4
1613308833,lightftp,aflnet,3,l_abs,614
1613308833,lightftp,aflnet,3,b_per,35.6
1613308833,lightftp,aflnet,3,b_abs,288
1613308858,lightftp,aflnet,3,l_per,55.9
1613308858,lightftp,aflnet,3,l_abs,631
1613308858,lightftp,aflnet,3,b_per,36.6
1613308858,lightftp,aflnet,3,b_abs,296
1613308917,lightftp,aflnet,3,l_per,56.1
1613308917,lightftp,aflnet,3,l_abs,633
1613308917,lightftp,aflnet,3,b_per,36.8
1613308917,lightftp,aflnet,3,b_abs,298
1613308961,lightftp,aflnet,3,l_per,56.1
1613308961,lightftp,aflnet,3,l_abs,633
1613308961,lightftp,aflnet,3,b_per,36.8
1613308961,lightftp,aflnet,3,b_abs,298
1613309014,lightftp,aflnet,3,l_per,56.1
1613309014,lightftp,aflnet,3,l_abs,633
1613309014,lightftp,aflnet,3,b_per,36.8
1613309014,lightftp,aflnet,3,b_abs,298
1613309053,lightftp,aflnet,3,l_per,56.1
1613309053,lightftp,aflnet,3,l_abs,633
1613309053,lightftp,aflnet,3,b_per,36.8
1613309053,lightftp,aflnet,3,b_abs,298
1613309079,lightftp,aflnet,3,l_per,56.3
1613309079,lightftp,aflnet,3,l_abs,635
1613309079,lightftp,aflnet,3,b_per,37.1
1613309079,lightftp,aflnet,3,b_abs,300
1613309126,lightftp,aflnet,3,l_per,56.8
1613309126,lightftp,aflnet,3,l_abs,641
1613309126,lightftp,aflnet,3,b_per,37.7
1613309126,lightftp,aflnet,3,b_abs,305
1613309200,lightftp,aflnet,3,l_per,60.3
1613309200,lightftp,aflnet,3,l_abs,680
1613309200,lightftp,aflnet,3,b_per,39.8
1613309200,lightftp,aflnet,3,b_abs,322
1613309254,lightftp,aflnet,3,l_per,60.4
1613309254,lightftp,aflnet,3,l_abs,681
1613309254,lightftp,aflnet,3,b_per,39.9
1613309254,lightftp,aflnet,3,b_abs,323
1613309366,lightftp,aflnet,3,l_per,60.4
1613309366,lightftp,aflnet,3,l_abs,681
1613309366,lightftp,aflnet,3,b_per,39.9
1613309366,lightftp,aflnet,3,b_abs,323
1613309516,lightftp,aflnet,3,l_per,60.7
1613309516,lightftp,aflnet,3,l_abs,685
1613309516,lightftp,aflnet,3,b_per,40.2
1613309516,lightftp,aflnet,3,b_abs,325
1613309575,lightftp,aflnet,3,l_per,60.7
1613309575,lightftp,aflnet,3,l_abs,685
1613309575,lightftp,aflnet,3,b_per,40.2
1613309575,lightftp,aflnet,3,b_abs,325
1613309609,lightftp,aflnet,3,l_per,60.8
1613309609,lightftp,aflnet,3,l_abs,686
1613309609,lightftp,aflnet,3,b_per,40.3
1613309609,lightftp,aflnet,3,b_abs,326
1613309638,lightftp,aflnet,3,l_per,60.9
1613309638,lightftp,aflnet,3,l_abs,687
1613309638,lightftp,aflnet,3,b_per,40.4
1613309638,lightftp,aflnet,3,b_abs,327
1613309680,lightftp,aflnet,3,l_per,60.9
1613309680,lightftp,aflnet,3,l_abs,687
1613309680,lightftp,aflnet,3,b_per,40.4
1613309680,lightftp,aflnet,3,b_abs,327
1613309752,lightftp,aflnet,3,l_per,61.1
1613309752,lightftp,aflnet,3,l_abs,689
1613309752,lightftp,aflnet,3,b_per,40.7
1613309752,lightftp,aflnet,3,b_abs,329
1613310173,lightftp,aflnet,3,l_per,61.8
1613310173,lightftp,aflnet,3,l_abs,697
1613310173,lightftp,aflnet,3,b_per,41.2
1613310173,lightftp,aflnet,3,b_abs,333
1613310498,lightftp,aflnet,3,l_per,62.0
1613310498,lightftp,aflnet,3,l_abs,699
1613310498,lightftp,aflnet,3,b_per,41.4
1613310498,lightftp,aflnet,3,b_abs,335
1613310833,lightftp,aflnet,3,l_per,62.3
1613310833,lightftp,aflnet,3,l_abs,703
1613310833,lightftp,aflnet,3,b_per,41.7
1613310833,lightftp,aflnet,3,b_abs,337
1613311074,lightftp,aflnet,3,l_per,62.4
1613311074,lightftp,aflnet,3,l_abs,704
1613311074,lightftp,aflnet,3,b_per,41.8
1613311074,lightftp,aflnet,3,b_abs,338
1613311433,lightftp,aflnet,3,l_per,62.6
1613311433,lightftp,aflnet,3,l_abs,706
1613311433,lightftp,aflnet,3,b_per,42.0
1613311433,lightftp,aflnet,3,b_abs,340
1613311860,lightftp,aflnet,3,l_per,62.6
1613311860,lightftp,aflnet,3,l_abs,706
1613311860,lightftp,aflnet,3,b_per,42.0
1613311860,lightftp,aflnet,3,b_abs,340
1613312264,lightftp,aflnet,3,l_per,62.6
1613312264,lightftp,aflnet,3,l_abs,706
1613312264,lightftp,aflnet,3,b_per,42.0
1613312264,lightftp,aflnet,3,b_abs,340
1613312531,lightftp,aflnet,3,l_per,62.6
1613312531,lightftp,aflnet,3,l_abs,706
1613312531,lightftp,aflnet,3,b_per,42.2
1613312531,lightftp,aflnet,3,b_abs,341
1613312715,lightftp,aflnet,3,l_per,62.6
1613312715,lightftp,aflnet,3,l_abs,706
1613312715,lightftp,aflnet,3,b_per,42.2
1613312715,lightftp,aflnet,3,b_abs,341
1613312897,lightftp,aflnet,3,l_per,62.6
1613312897,lightftp,aflnet,3,l_abs,706
1613312897,lightftp,aflnet,3,b_per,42.2
1613312897,lightftp,aflnet,3,b_abs,341
1613313165,lightftp,aflnet,3,l_per,62.6
1613313165,lightftp,aflnet,3,l_abs,706
1613313165,lightftp,aflnet,3,b_per,42.2
1613313165,lightftp,aflnet,3,b_abs,341
1613313400,lightftp,aflnet,3,l_per,62.6
1613313400,lightftp,aflnet,3,l_abs,706
1613313400,lightftp,aflnet,3,b_per,42.2
1613313400,lightftp,aflnet,3,b_abs,341
1613313942,lightftp,aflnet,3,l_per,62.6
1613313942,lightftp,aflnet,3,l_abs,706
1613313942,lightftp,aflnet,3,b_per,42.2
1613313942,lightftp,aflnet,3,b_abs,341
1613314305,lightftp,aflnet,3,l_per,62.6
1613314305,lightftp,aflnet,3,l_abs,706
1613314305,lightftp,aflnet,3,b_per,42.2
1613314305,lightftp,aflnet,3,b_abs,341
1613314897,lightftp,aflnet,3,l_per,62.6
1613314897,lightftp,aflnet,3,l_abs,706
1613314897,lightftp,aflnet,3,b_per,42.2
1613314897,lightftp,aflnet,3,b_abs,341
1613315208,lightftp,aflnet,3,l_per,62.6
1613315208,lightftp,aflnet,3,l_abs,706
1613315208,lightftp,aflnet,3,b_per,42.2
1613315208,lightftp,aflnet,3,b_abs,341
1613315592,lightftp,aflnet,3,l_per,62.6
1613315592,lightftp,aflnet,3,l_abs,706
1613315592,lightftp,aflnet,3,b_per,42.2
1613315592,lightftp,aflnet,3,b_abs,341
1613315890,lightftp,aflnet,3,l_per,62.6
1613315890,lightftp,aflnet,3,l_abs,706
1613315890,lightftp,aflnet,3,b_per,42.2
1613315890,lightftp,aflnet,3,b_abs,341
1613316421,lightftp,aflnet,3,l_per,62.6
1613316421,lightftp,aflnet,3,l_abs,706
1613316421,lightftp,aflnet,3,b_per,42.2
1613316421,lightftp,aflnet,3,b_abs,341
1613316717,lightftp,aflnet,3,l_per,62.6
1613316717,lightftp,aflnet,3,l_abs,706
1613316717,lightftp,aflnet,3,b_per,42.2
1613316717,lightftp,aflnet,3,b_abs,341
1613316847,lightftp,aflnet,3,l_per,62.6
1613316847,lightftp,aflnet,3,l_abs,706
1613316847,lightftp,aflnet,3,b_per,42.2
1613316847,lightftp,aflnet,3,b_abs,341
1613317839,lightftp,aflnet,3,l_per,62.6
1613317839,lightftp,aflnet,3,l_abs,706
1613317839,lightftp,aflnet,3,b_per,42.2
1613317839,lightftp,aflnet,3,b_abs,341
1613318337,lightftp,aflnet,3,l_per,62.6
1613318337,lightftp,aflnet,3,l_abs,706
1613318337,lightftp,aflnet,3,b_per,42.2
1613318337,lightftp,aflnet,3,b_abs,341
1613320222,lightftp,aflnet,3,l_per,62.6
1613320222,lightftp,aflnet,3,l_abs,706
1613320222,lightftp,aflnet,3,b_per,42.2
1613320222,lightftp,aflnet,3,b_abs,341
1613320990,lightftp,aflnet,3,l_per,62.6
1613320990,lightftp,aflnet,3,l_abs,706
1613320990,lightftp,aflnet,3,b_per,42.2
1613320990,lightftp,aflnet,3,b_abs,341
1613322079,lightftp,aflnet,3,l_per,62.6
1613322079,lightftp,aflnet,3,l_abs,706
1613322079,lightftp,aflnet,3,b_per,42.2
1613322079,lightftp,aflnet,3,b_abs,341
1613322601,lightftp,aflnet,3,l_per,62.6
1613322601,lightftp,aflnet,3,l_abs,706
1613322601,lightftp,aflnet,3,b_per,42.2
1613322601,lightftp,aflnet,3,b_abs,341
1613323879,lightftp,aflnet,3,l_per,62.6
1613323879,lightftp,aflnet,3,l_abs,706
1613323879,lightftp,aflnet,3,b_per,42.2
1613323879,lightftp,aflnet,3,b_abs,341
1613324598,lightftp,aflnet,3,l_per,62.6
1613324598,lightftp,aflnet,3,l_abs,706
1613324598,lightftp,aflnet,3,b_per,42.2
1613324598,lightftp,aflnet,3,b_abs,341
1613325297,lightftp,aflnet,3,l_per,62.6
1613325297,lightftp,aflnet,3,l_abs,706
1613325297,lightftp,aflnet,3,b_per,42.2
1613325297,lightftp,aflnet,3,b_abs,341
1613326097,lightftp,aflnet,3,l_per,62.6
1613326097,lightftp,aflnet,3,l_abs,706
1613326097,lightftp,aflnet,3,b_per,42.2
1613326097,lightftp,aflnet,3,b_abs,341
1613326136,lightftp,aflnet,3,l_per,62.6
1613326136,lightftp,aflnet,3,l_abs,706
1613326136,lightftp,aflnet,3,b_per,42.2
1613326136,lightftp,aflnet,3,b_abs,341
1613326180,lightftp,aflnet,3,l_per,62.6
1613326180,lightftp,aflnet,3,l_abs,706
1613326180,lightftp,aflnet,3,b_per,42.2
1613326180,lightftp,aflnet,3,b_abs,341
1613308291,lightftp,aflnet,4,l_per,37.0
1613308291,lightftp,aflnet,4,l_abs,417
1613308291,lightftp,aflnet,4,b_per,20.3
1613308291,lightftp,aflnet,4,b_abs,164
1613308294,lightftp,aflnet,4,l_per,38.9
1613308294,lightftp,aflnet,4,l_abs,438
1613308294,lightftp,aflnet,4,b_per,22.5
1613308294,lightftp,aflnet,4,b_abs,182
1613308299,lightftp,aflnet,4,l_per,39.3
1613308299,lightftp,aflnet,4,l_abs,443
1613308299,lightftp,aflnet,4,b_per,23.7
1613308299,lightftp,aflnet,4,b_abs,192
1613308305,lightftp,aflnet,4,l_per,39.5
1613308305,lightftp,aflnet,4,l_abs,445
1613308305,lightftp,aflnet,4,b_per,24.2
1613308305,lightftp,aflnet,4,b_abs,196
1613308312,lightftp,aflnet,4,l_per,39.5
1613308312,lightftp,aflnet,4,l_abs,445
1613308312,lightftp,aflnet,4,b_per,24.5
1613308312,lightftp,aflnet,4,b_abs,198
1613308323,lightftp,aflnet,4,l_per,40.3
1613308323,lightftp,aflnet,4,l_abs,454
1613308323,lightftp,aflnet,4,b_per,24.7
1613308323,lightftp,aflnet,4,b_abs,200
1613308340,lightftp,aflnet,4,l_per,41.3
1613308340,lightftp,aflnet,4,l_abs,466
1613308340,lightftp,aflnet,4,b_per,25.2
1613308340,lightftp,aflnet,4,b_abs,204
1613308352,lightftp,aflnet,4,l_per,42.4
1613308352,lightftp,aflnet,4,l_abs,478
1613308352,lightftp,aflnet,4,b_per,25.7
1613308352,lightftp,aflnet,4,b_abs,208
1613308366,lightftp,aflnet,4,l_per,43.0
1613308366,lightftp,aflnet,4,l_abs,485
1613308366,lightftp,aflnet,4,b_per,26.1
1613308366,lightftp,aflnet,4,b_abs,211
1613308373,lightftp,aflnet,4,l_per,43.0
1613308373,lightftp,aflnet,4,l_abs,485
1613308373,lightftp,aflnet,4,b_per,26.1
1613308373,lightftp,aflnet,4,b_abs,211
1613308377,lightftp,aflnet,4,l_per,43.3
1613308377,lightftp,aflnet,4,l_abs,488
1613308377,lightftp,aflnet,4,b_per,26.2
1613308377,lightftp,aflnet,4,b_abs,212
1613308388,lightftp,aflnet,4,l_per,43.3
1613308388,lightftp,aflnet,4,l_abs,488
1613308388,lightftp,aflnet,4,b_per,26.2
1613308388,lightftp,aflnet,4,b_abs,212
1613308418,lightftp,aflnet,4,l_per,43.5
1613308418,lightftp,aflnet,4,l_abs,490
1613308418,lightftp,aflnet,4,b_per,26.2
1613308418,lightftp,aflnet,4,b_abs,212
1613308445,lightftp,aflnet,4,l_per,43.5
1613308445,lightftp,aflnet,4,l_abs,490
1613308445,lightftp,aflnet,4,b_per,26.2
1613308445,lightftp,aflnet,4,b_abs,212
1613308459,lightftp,aflnet,4,l_per,43.7
1613308459,lightftp,aflnet,4,l_abs,493
1613308459,lightftp,aflnet,4,b_per,26.3
1613308459,lightftp,aflnet,4,b_abs,213
1613308477,lightftp,aflnet,4,l_per,44.2
1613308477,lightftp,aflnet,4,l_abs,498
1613308477,lightftp,aflnet,4,b_per,26.6
1613308477,lightftp,aflnet,4,b_abs,215
1613308514,lightftp,aflnet,4,l_per,44.8
1613308514,lightftp,aflnet,4,l_abs,505
1613308514,lightftp,aflnet,4,b_per,26.9
1613308514,lightftp,aflnet,4,b_abs,218
1613308560,lightftp,aflnet,4,l_per,44.8
1613308560,lightftp,aflnet,4,l_abs,505
1613308560,lightftp,aflnet,4,b_per,26.9
1613308560,lightftp,aflnet,4,b_abs,218
1613308586,lightftp,aflnet,4,l_per,45.3
1613308586,lightftp,aflnet,4,l_abs,510
1613308586,lightftp,aflnet,4,b_per,27.7
1613308586,lightftp,aflnet,4,b_abs,224
1613308605,lightftp,aflnet,4,l_per,45.3
1613308605,lightftp,aflnet,4,l_abs,510
1613308605,lightftp,aflnet,4,b_per,27.7
1613308605,lightftp,aflnet,4,b_abs,224
1613308618,lightftp,aflnet,4,l_per,45.9
1613308618,lightftp,aflnet,4,l_abs,517
1613308618,lightftp,aflnet,4,b_per,28.3
1613308618,lightftp,aflnet,4,b_abs,229
1613308637,lightftp,aflnet,4,l_per,46.1
1613308637,lightftp,aflnet,4,l_abs,520
1613308637,lightftp,aflnet,4,b_per,28.7
1613308637,lightftp,aflnet,4,b_abs,232
1613308648,lightftp,aflnet,4,l_per,48.7
1613308648,lightftp,aflnet,4,l_abs,549
1613308648,lightftp,aflnet,4,b_per,30.2
1613308648,lightftp,aflnet,4,b_abs,244
1613308658,lightftp,aflnet,4,l_per,48.9
1613308658,lightftp,aflnet,4,l_abs,551
1613308658,lightftp,aflnet,4,b_per,30.4
1613308658,lightftp,aflnet,4,b_abs,246
1613308684,lightftp,aflnet,4,l_per,49.6
1613308684,lightftp,aflnet,4,l_abs,559
1613308684,lightftp,aflnet,4,b_per,31.8
1613308684,lightftp,aflnet,4,b_abs,257
1613308721,lightftp,aflnet,4,l_per,50.3
1613308721,lightftp,aflnet,4,l_abs,567
1613308721,lightftp,aflnet,4,b_per,32.6
1613308721,lightftp,aflnet,4,b_abs,264
1613308765,lightftp,aflnet,4,l_per,50.3
1613308765,lightftp,aflnet,4,l_abs,567
1613308765,lightftp,aflnet,4,b_per,32.6
1613308765,lightftp,aflnet,4,b_abs,264
1613308776,lightftp,aflnet,4,l_per,50.6
1613308776,lightftp,aflnet,4,l_abs,570
1613308776,lightftp,aflnet,4,b_per,33.0
1613308776,lightftp,aflnet,4,b_abs,267
1613308820,lightftp,aflnet,4,l_per,50.6
1613308820,lightftp,aflnet,4,l_abs,570
1613308820,lightftp,aflnet,4,b_per,33.0
1613308820,lightftp,aflnet,4,b_abs,267
1613308858,lightftp,aflnet,4,l_per,51.2
1613308858,lightftp,aflnet,4,l_abs,577
1613308858,lightftp,aflnet,4,b_per,33.4
1613308858,lightftp,aflnet,4,b_abs,270
1613308871,lightftp,aflnet,4,l_per,51.6
1613308871,lightftp,aflnet,4,l_abs,582
1613308871,lightftp,aflnet,4,b_per,33.9
1613308871,lightftp,aflnet,4,b_abs,274
1613308938,lightftp,aflnet,4,l_per,51.9
1613308938,lightftp,aflnet,4,l_abs,585
1613308938,lightftp,aflnet,4,b_per,34.1
1613308938,lightftp,aflnet,4,b_abs,276
1613308979,lightftp,aflnet,4,l_per,52.3
1613308979,lightftp,aflnet,4,l_abs,589
1613308979,lightftp,aflnet,4,b_per,34.4
1613308979,lightftp,aflnet,4,b_abs,278
1613309008,lightftp,aflnet,4,l_per,52.4
1613309008,lightftp,aflnet,4,l_abs,591
1613309008,lightftp,aflnet,4,b_per,34.6
1613309008,lightftp,aflnet,4,b_abs,280
1613309072,lightftp,aflnet,4,l_per,53.8
1613309072,lightftp,aflnet,4,l_abs,607
1613309072,lightftp,aflnet,4,b_per,36.1
1613309072,lightftp,aflnet,4,b_abs,292
1613309084,lightftp,aflnet,4,l_per,56.6
1613309084,lightftp,aflnet,4,l_abs,638
1613309084,lightftp,aflnet,4,b_per,37.6
1613309084,lightftp,aflnet,4,b_abs,304
1613309191,lightftp,aflnet,4,l_per,56.6
1613309191,lightftp,aflnet,4,l_abs,638
1613309191,lightftp,aflnet,4,b_per,37.6
